Liga,Saison,Team,Marktwert,Platzierung,Punkte
Laliga,2014,Deportivo La Coruna,53900000,16 ,35
Laliga,2014,Rayo Vallecano,51700000,11 ,49
Laliga,2014,FC Córdoba,50900000,20 ,20
Laliga,2014,FC Getafe,50200000,15 ,37
Laliga,2014,UD Levante,43450000,14 ,37
Laliga,2014,FC Elche,38600000,13 ,41
Laliga,2014,UD Almería,38300000,19 ,29
Laliga,2014,SD Eibar,29900000,18 ,35
Laliga,2015,FC Barcelona,726000000,1 ,91
Laliga,2015,Real Madrid,714300000,2 ,90
Laliga,2015,Atlético Madrid,418500000,3 ,88
Laliga,2015,FC Valencia,254000000,12 ,44
Laliga,2015,FC Sevilla,230300000,7 ,52
Laliga,2015,Athletic Bilbao,148000000,5 ,62
Laliga,2015,FC Villarreal,140600000,4 ,64
Laliga,2015,Real Sociedad San Sebastián,119400000,9 ,48
Laliga,2015,Celta Vigo,91100000,6 ,60
Laliga,2015,FC Málaga,77950000,8 ,48
Laliga,2015,FC Granada,71500000,16 ,39
Laliga,2015,Espanyol Barcelona,62200000,14 ,43
Laliga,2015,Deportivo La Coruna,61750000,15 ,42
Laliga,2015,SD Eibar,56600000,13 ,43
Laliga,2015,Real Betis Sevilla,56400000,10 ,45
Laliga,2015,Sporting Gijón,53200000,17 ,39
Laliga,2015,UD Levante,53100000,20 ,32
Laliga,2015,Rayo Vallecano,49600000,18 ,38
Laliga,2015,FC Getafe,49100000,19 ,36
Laliga,2015,UD Las Palmas,32200000,11 ,44
Laliga,2016,Real Madrid,802900000,1 ,93
Laliga,2016,FC Barcelona,765300000,2 ,90
Laliga,2016,Atlético Madrid,515800000,3 ,78
Laliga,2016,FC Sevilla,270100000,4 ,72
Laliga,2016,FC Valencia,257500000,12 ,46
Laliga,2016,FC Villarreal,190700000,5 ,67
Laliga,2016,Athletic Bilbao,172600000,7 ,63
Laliga,2016,Real Sociedad San Sebastián,156450000,6 ,64
Laliga,2016,Celta Vigo,122400000,13 ,45
Laliga,2016,Deportivo La Coruna,94000000,16 ,36
Laliga,2016,Deportivo Alavés,85400000,9 ,55
Laliga,2016,FC Málaga,84300000,11 ,46
Laliga,2016,UD Las Palmas,84300000,14 ,39
Laliga,2016,Real Betis Sevilla,84200000,15 ,39
Laliga,2016,Espanyol Barcelona,80800000,8 ,56
Laliga,2016,SD Eibar,67950000,10 ,54
Laliga,2016,FC Granada,66450000,20 ,20
Laliga,2016,CD Leganés,53150000,17 ,35
Laliga,2016,Sporting Gijón,46750000,18 ,31
Laliga,2016,CA Osasuna,42900000,19 ,22
Laliga,2017,FC Barcelona,109 Mrd. €,1 ,93
Laliga,2017,Real Madrid,955350000,3 ,76
Laliga,2017,Atlético Madrid,711150000,2 ,79
Laliga,2017,FC Valencia,398050000,4 ,73
Laliga,2017,FC Sevilla,253200000,7 ,58
Laliga,2017,Athletic Bilbao,249400000,16 ,43
Laliga,2017,Real Sociedad San Sebastián,232950000,12 ,49
Laliga,2017,FC Villarreal,220000000,5 ,61
Laliga,2017,Celta Vigo,173050000,13 ,49
Laliga,2017,Real Betis Sevilla,132250000,6 ,60
Laliga,2017,Espanyol Barcelona,97800000,11 ,49
Laliga,2017,UD Las Palmas,91250000,19 ,22
Laliga,2017,FC Girona,81750000,10 ,51
Laliga,2017,Deportivo Alavés,74800000,14 ,47
Laliga,2017,Deportivo La Coruna,66450000,18 ,29
Laliga,2017,FC Getafe,65600000,8 ,55
Laliga,2017,UD Levante,61850000,15 ,46
Laliga,2017,SD Eibar,60050000,9 ,51
Laliga,2017,CD Leganés,58550000,17 ,43
Laliga,2017,FC Málaga,55200000,20 ,20
Laliga,2018,FC Barcelona,116 Mrd. €,1 ,87
Laliga,2018,Atlético Madrid,969700000,2 ,76
Laliga,2018,Real Madrid,896100000,3 ,68
Laliga,2018,FC Valencia,499650000,4 ,61
Laliga,2018,FC Sevilla,306300000,6 ,59
Laliga,2018,Real Sociedad San Sebastián,300950000,9 ,50
Laliga,2018,Real Betis Sevilla,290750000,10 ,50
Laliga,2018,Athletic Bilbao,234250000,8 ,53
Laliga,2018,Celta Vigo,234100000,17 ,41
Laliga,2018,FC Villarreal,230650000,14 ,44
Laliga,2018,Espanyol Barcelona,174700000,7 ,53
Laliga,2018,FC Getafe,132200000,5 ,59
Laliga,2018,CD Leganés,112450000,13 ,45
Laliga,2018,Deportivo Alavés,110800000,11 ,50
Laliga,2018,UD Levante,107850000,15 ,44
Laliga,2018,FC Girona,97250000,18 ,37
Laliga,2018,SD Eibar,93900000,12 ,47
Laliga,2018,Rayo Vallecano,86700000,20 ,32
Laliga,2018,Real Valladolid,83000000,16 ,41
Laliga,2018,SD Huesca,61400000,19 ,33
Laliga,2019,FC Barcelona,930280000,2 ,82
Laliga,2019,Real Madrid,913750000,1 ,87
Laliga,2019,Atlético Madrid,720150000,3 ,70
Laliga,2019,FC Valencia,427800000,9 ,53
Laliga,2019,Real Sociedad San Sebastián,347550000,6 ,56
Laliga,2019,FC Sevilla,294750000,4 ,70
Laliga,2019,Real Betis Sevilla,244350000,15 ,41
Laliga,2019,Athletic Bilbao,211750000,11 ,51
Laliga,2019,FC Villarreal,208680000,5 ,60
Laliga,2019,FC Getafe,175450000,8 ,54
Laliga,2019,Celta Vigo,167000000,17 ,37
Laliga,2019,Espanyol Barcelona,156050000,20 ,25
Laliga,2019,CD Leganés,109700000,18 ,36
Laliga,2019,Deportivo Alavés,106750000,16 ,39
Laliga,2019,UD Levante,90500000,12 ,49
Laliga,2019,Real Valladolid,87780000,13 ,42
Laliga,2019,RCD Mallorca,64680000,19 ,33
Laliga,2019,CA Osasuna,62780000,10 ,52
Laliga,2019,FC Granada,56580000,7 ,56
Laliga,2019,SD Eibar,53750000,14 ,42
Laliga,2020,FC Barcelona,813500000,3 ,79
Laliga,2020,Real Madrid,787300000,2 ,84
Laliga,2020,Atlético Madrid,773100000,1 ,86
Laliga,2020,FC Sevilla,418250000,4 ,77
Laliga,2020,Real Sociedad San Sebastián,406600000,5 ,62
Laliga,2020,FC Villarreal,292600000,7 ,58
Laliga,2020,FC Valencia,278850000,13 ,43
Laliga,2020,Real Betis Sevilla,207700000,6 ,61
Laliga,2020,Athletic Bilbao,204150000,9 ,46
Laliga,2020,FC Getafe,170100000,15 ,38
Laliga,2020,Celta Vigo,155850000,8 ,53
Laliga,2020,FC Granada,122650000,10 ,46
Laliga,2020,UD Levante,113000000,14 ,41
Laliga,2020,CA Osasuna,96750000,11 ,44
Laliga,2020,SD Eibar,83400000,20 ,30
Laliga,2020,Deportivo Alavés,79800000,16 ,38
Laliga,2020,SD Huesca,64100000,18 ,34
Laliga,2020,Real Valladolid,63050000,19 ,31
Laliga,2020,FC Cádiz,47650000,12 ,44
Laliga,2020,FC Elche,45650000,17 ,36
Laliga,2021,Real Madrid,770750000,1 ,86
Laliga,2021,FC Barcelona,735600000,2 ,73
Laliga,2021,Atlético Madrid,661800000,3 ,71
Laliga,2021,FC Villarreal,408900000,7 ,59
Laliga,2021,FC Sevilla,385000000,4 ,70
Laliga,2021,Real Sociedad San Sebastián,376950000,6 ,62
Laliga,2021,FC Valencia,310600000,9 ,48
Laliga,2021,Real Betis Sevilla,259000000,5 ,65
Laliga,2021,Athletic Bilbao,226050000,8 ,55
Laliga,2021,FC Getafe,208680000,15 ,39
Laliga,2021,Espanyol Barcelona,131600000,14 ,42
Laliga,2021,Celta Vigo,120000000,11 ,46
Laliga,2021,CA Osasuna,108450000,10 ,47
Laliga,2021,FC Granada,103750000,18 ,38
Laliga,2021,UD Levante,77900000,19 ,35
Laliga,2021,RCD Mallorca,74150000,16 ,39
Laliga,2021,FC Elche,72980000,13 ,42
Laliga,2021,FC Cádiz,67800000,17 ,39
Laliga,2021,Rayo Vallecano,67200000,12 ,42
Laliga,2021,Deportivo Alavés,65350000,20 ,31
Ligue-1,2011,FC Paris Saint-Germain,211100000,2 ,79
Ligue-1,2011,Olympique Lyon,163850000,4 ,64
Ligue-1,2011,Olympique Marseille,146500000,10 ,48
Ligue-1,2011,LOSC Lille,145350000,3 ,74
Ligue-1,2011,FC Stade Rennes,101800000,6 ,60
Ligue-1,2011,Montpellier HSC,86200000,1 ,82
Ligue-1,2011,AS Saint-Étienne,85600000,7 ,57
Ligue-1,2011,FC Toulouse,83050000,8 ,56
Ligue-1,2011,FC Girondins Bordeaux,82050000,5 ,61
Ligue-1,2011,FC Sochaux-Montbéliard,58800000,14 ,42
Ligue-1,2011,FC Lorient,54050000,17 ,39
Ligue-1,2011,AS Nancy-Lorraine,53900000,11 ,45
Ligue-1,2011,OGC Nizza,52450000,13 ,42
Ligue-1,2011,AJ Auxerre,50900000,20 ,34
Ligue-1,2011,FC Valenciennes,44500000,12 ,43
Ligue-1,2011,Stade Brest 29,43200000,15 ,41
Ligue-1,2011,Dijon FCO,36800000,19 ,36
Ligue-1,2011,FC Évian Thonon Gaillard,32900000,9 ,50
Ligue-1,2011,SM Caen,31800000,18 ,38
Ligue-1,2011,AC Ajaccio,26550000,16 ,41
Ligue-1,2012,FC Paris Saint-Germain,313600000,1 ,83
Ligue-1,2012,Olympique Lyon,155650000,3 ,67
Ligue-1,2012,Olympique Marseille,150650000,2 ,71
Ligue-1,2012,LOSC Lille,114600000,6 ,62
Ligue-1,2012,FC Stade Rennes,97800000,13 ,46
Ligue-1,2012,AS Saint-Étienne,97600000,5 ,63
Ligue-1,2012,FC Toulouse,82000000,10 ,51
Ligue-1,2012,FC Girondins Bordeaux,80950000,7 ,55
Ligue-1,2012,Montpellier HSC,78700000,9 ,52
Ligue-1,2012,FC Lorient,63750000,8 ,53
Ligue-1,2012,OGC Nizza,59150000,4 ,64
Ligue-1,2012,FC Valenciennes,49750000,11 ,48
Ligue-1,2012,FC Sochaux-Montbéliard,46850000,15 ,41
Ligue-1,2012,AS Nancy-Lorraine,36850000,18 ,38
Ligue-1,2012,Stade Brest 29,36100000,20 ,29
Ligue-1,2012,SC Bastia,36050000,12 ,47
Ligue-1,2012,FC Évian Thonon Gaillard,34550000,16 ,40
Ligue-1,2012,AC Ajaccio,34100000,17 ,40
Ligue-1,2012,Stade Reims,29500000,14 ,43
Ligue-1,2012,ESTAC Troyes,21800000,19 ,37
Ligue-1,2013,FC Paris Saint-Germain,402300000,1 ,89
Ligue-1,2013,AS Monaco,242550000,2 ,80
Ligue-1,2013,Olympique Marseille,141300000,6 ,60
Ligue-1,2013,Olympique Lyon,108500000,5 ,61
Ligue-1,2013,AS Saint-Étienne,105400000,4 ,69
Ligue-1,2013,FC Stade Rennes,92600000,12 ,46
Ligue-1,2013,LOSC Lille,74100000,3 ,71
Ligue-1,2013,FC Toulouse,67400000,9 ,49
Ligue-1,2013,FC Girondins Bordeaux,62700000,7 ,53
Ligue-1,2013,FC Lorient,57150000,8 ,49
Ligue-1,2013,OGC Nizza,56100000,17 ,42
Ligue-1,2013,Montpellier HSC,52350000,15 ,42
Ligue-1,2013,FC Sochaux-Montbéliard,47450000,18 ,40
Ligue-1,2013,FC Nantes,39550000,13 ,46
Ligue-1,2013,Stade Reims,38730000,11 ,48
Ligue-1,2013,FC Valenciennes,36650000,19 ,29
Ligue-1,2013,SC Bastia,35600000,10 ,49
Ligue-1,2013,FC Évian Thonon Gaillard,35000000,14 ,44
Ligue-1,2013,AC Ajaccio,28300000,20 ,23
Ligue-1,2013,EA Guingamp,21430000,16 ,42
Ligue-1,2014,FC Paris Saint-Germain,363900000,1 ,83
Ligue-1,2014,AS Monaco,187700000,3 ,71
Ligue-1,2014,Olympique Lyon,144650000,2 ,75
Ligue-1,2014,Olympique Marseille,139700000,4 ,69
Ligue-1,2014,AS Saint-Étienne,83350000,5 ,69
Ligue-1,2014,LOSC Lille,82650000,8 ,56
Ligue-1,2014,FC Girondins Bordeaux,71500000,6 ,63
Ligue-1,2014,FC Stade Rennes,66000000,9 ,50
Ligue-1,2014,FC Lorient,59950000,16 ,43
Ligue-1,2014,OGC Nizza,56250000,11 ,48
Ligue-1,2014,Montpellier HSC,51950000,7 ,56
Ligue-1,2014,FC Toulouse,48800000,17 ,42
Ligue-1,2014,FC Nantes,46850000,14 ,45
Ligue-1,2014,Stade Reims,39250000,15 ,44
Ligue-1,2014,EA Guingamp,36250000,10 ,49
Ligue-1,2014,FC Évian Thonon Gaillard,36150000,18 ,37
Ligue-1,2014,SC Bastia,34250000,12 ,47
Ligue-1,2014,SM Caen,32400000,13 ,46
Ligue-1,2014,FC Metz,29850000,19 ,30
Ligue-1,2014,RC Lens,27200000,20 ,29
Ligue-1,2015,FC Paris Saint-Germain,436300000,1 ,96
Ligue-1,2015,AS Monaco,227400000,3 ,65
Ligue-1,2015,Olympique Lyon,166300000,2 ,65
Ligue-1,2015,Olympique Marseille,129500000,13 ,48
Ligue-1,2015,AS Saint-Étienne,97200000,6 ,58
Ligue-1,2015,FC Stade Rennes,94150000,8 ,52
Ligue-1,2015,FC Girondins Bordeaux,90700000,11 ,50
Ligue-1,2015,OGC Nizza,70950000,4 ,63
Ligue-1,2015,LOSC Lille,70800000,5 ,60
Ligue-1,2015,FC Lorient,58050000,15 ,46
Ligue-1,2015,Montpellier HSC,44400000,12 ,49
Ligue-1,2015,Stade Reims,42950000,18 ,39
Ligue-1,2015,FC Toulouse,42900000,17 ,40
Ligue-1,2015,FC Nantes,39300000,14 ,48
Ligue-1,2015,SM Caen,36800000,7 ,54
Ligue-1,2015,EA Guingamp,33500000,16 ,44
Ligue-1,2015,Angers SCO,32350000,9 ,50
Ligue-1,2015,ESTAC Troyes,30700000,20 ,18
Ligue-1,2015,SC Bastia,24250000,10 ,50
Ligue-1,2015,GFC Ajaccio,18400000,19 ,37
Ligue-1,2016,FC Paris Saint-Germain,519000000,2 ,87
Ligue-1,2016,AS Monaco,309550000,1 ,95
Ligue-1,2016,Olympique Lyon,211350000,4 ,67
Ligue-1,2016,OGC Nizza,132800000,3 ,78
Ligue-1,2016,Olympique Marseille,119650000,5 ,62
Ligue-1,2016,FC Girondins Bordeaux,88900000,6 ,59
Ligue-1,2016,AS Saint-Étienne,85030000,8 ,50
Ligue-1,2016,LOSC Lille,83900000,11 ,46
Ligue-1,2016,FC Stade Rennes,80900000,9 ,50
Ligue-1,2016,FC Toulouse,77300000,13 ,44
Ligue-1,2016,FC Lorient,61100000,18 ,36
Ligue-1,2016,Montpellier HSC,60950000,15 ,39
Ligue-1,2016,FC Nantes,50900000,7 ,51
Ligue-1,2016,Angers SCO,46080000,12 ,46
Ligue-1,2016,EA Guingamp,42500000,10 ,50
Ligue-1,2016,FC Metz,37550000,14 ,43
Ligue-1,2016,SM Caen,36650000,17 ,37
Ligue-1,2016,SC Bastia,36450000,20 ,34
Ligue-1,2016,AS Nancy-Lorraine,33100000,19 ,35
Ligue-1,2016,Dijon FCO,31200000,16 ,37
Ligue-1,2017,FC Paris Saint-Germain,900100000,1 ,93
Ligue-1,2017,AS Monaco,529800000,2 ,80
Ligue-1,2017,Olympique Lyon,363800000,3 ,78
Ligue-1,2017,Olympique Marseille,236800000,4 ,77
Ligue-1,2017,OGC Nizza,204100000,8 ,54
Ligue-1,2017,FC Girondins Bordeaux,155450000,6 ,55
Ligue-1,2017,FC Stade Rennes,131250000,5 ,58
Ligue-1,2017,FC Toulouse,110450000,18 ,37
Ligue-1,2017,AS Saint-Étienne,106880000,7 ,55
Ligue-1,2017,FC Nantes,105700000,9 ,52
Ligue-1,2017,LOSC Lille,96750000,17 ,38
Ligue-1,2017,Montpellier HSC,71850000,10 ,51
Ligue-1,2017,Dijon FCO,70300000,11 ,48
Ligue-1,2017,Amiens SC,69850000,13 ,45
Ligue-1,2017,Angers SCO,69550000,14 ,41
Ligue-1,2017,SM Caen,60100000,16 ,38
Ligue-1,2017,EA Guingamp,51900000,12 ,47
Ligue-1,2017,FC Metz,51200000,20 ,26
Ligue-1,2017,RC Straßburg Alsace,45600000,15 ,38
Ligue-1,2017,ESTAC Troyes,45050000,19 ,33
Ligue-1,2018,FC Paris Saint-Germain,101 Mrd. €,1 ,91
Ligue-1,2018,Olympique Lyon,467950000,3 ,72
Ligue-1,2018,AS Monaco,385830000,17 ,36
Ligue-1,2018,LOSC Lille,267550000,2 ,75
Ligue-1,2018,Olympique Marseille,258350000,5 ,61
Ligue-1,2018,OGC Nizza,183200000,7 ,56
Ligue-1,2018,FC Girondins Bordeaux,179000000,14 ,41
Ligue-1,2018,FC Stade Rennes,168450000,10 ,52
Ligue-1,2018,AS Saint-Étienne,131250000,4 ,66
Ligue-1,2018,FC Nantes,119500000,12 ,48
Ligue-1,2018,FC Toulouse,113250000,16 ,38
Ligue-1,2018,Montpellier HSC,109850000,6 ,59
Ligue-1,2018,RC Straßburg Alsace,98000000,11 ,49
Ligue-1,2018,Nîmes Olympique,88150000,9 ,53
Ligue-1,2018,Stade Reims,86950000,8 ,55
Ligue-1,2018,Angers SCO,79700000,13 ,46
Ligue-1,2018,EA Guingamp,70650000,20 ,27
Ligue-1,2018,Amiens SC,70500000,15 ,38
Ligue-1,2018,SM Caen,67550000,19 ,33
Ligue-1,2018,Dijon FCO,65800000,18 ,34
Ligue-1,2019,FC Paris Saint-Germain,874150000,1 ,68
Ligue-1,2019,Olympique Lyon,384550000,7 ,40
Ligue-1,2019,AS Monaco,331030000,9 ,40
Ligue-1,2019,LOSC Lille,247780000,4 ,49
Ligue-1,2019,Olympique Marseille,216150000,2 ,56
Ligue-1,2019,OGC Nizza,173450000,6 ,41
Ligue-1,2019,FC Stade Rennes,171880000,3 ,50
Ligue-1,2019,FC Girondins Bordeaux,125350000,12 ,37
Ligue-1,2019,FC Nantes,106150000,13 ,37
Ligue-1,2019,AS Saint-Étienne,104830000,17 ,30
Ligue-1,2019,RC Straßburg Alsace,91130000,10 ,38
Ligue-1,2019,Angers SCO,89480000,11 ,39
Ligue-1,2019,Montpellier HSC,81680000,8 ,40
Ligue-1,2019,Stade Reims,81680000,5 ,41
Ligue-1,2019,FC Toulouse,71880000,20 ,13
Ligue-1,2019,Amiens SC,61930000,19 ,23
Ligue-1,2019,FC Metz,54100000,15 ,34
Ligue-1,2019,Dijon FCO,50230000,16 ,30
Ligue-1,2019,Nîmes Olympique,49650000,18 ,27
Ligue-1,2019,Stade Brest 29,47780000,14 ,34
Ligue-1,2020,FC Paris Saint-Germain,805000000,2 ,82
Ligue-1,2020,Olympique Lyon,431350000,4 ,76
Ligue-1,2020,AS Monaco,370350000,3 ,78
Ligue-1,2020,LOSC Lille,323200000,1 ,83
Ligue-1,2020,FC Stade Rennes,297500000,6 ,58
Ligue-1,2020,Olympique Marseille,251400000,5 ,60
Ligue-1,2020,OGC Nizza,236100000,9 ,52
Ligue-1,2020,AS Saint-Étienne,154500000,11 ,46
Ligue-1,2020,Montpellier HSC,113850000,8 ,54
Ligue-1,2020,Angers SCO,111650000,13 ,44
Ligue-1,2020,RC Straßburg Alsace,109650000,15 ,42
Ligue-1,2020,FC Girondins Bordeaux,105700000,12 ,45
Ligue-1,2020,Stade Reims,105180000,14 ,42
Ligue-1,2020,RC Lens,104300000,7 ,57
Ligue-1,2020,FC Metz,103500000,10 ,47
Ligue-1,2020,Stade Brest 29,103230000,17 ,41
Ligue-1,2020,FC Nantes,94750000,18 ,40
Ligue-1,2020,FC Lorient,72880000,16 ,42
Ligue-1,2020,Dijon FCO,65630000,20 ,21
Ligue-1,2020,Nîmes Olympique,60400000,19 ,35
Ligue-1,2021,FC Paris Saint-Germain,875150000,1 ,86
Ligue-1,2021,Olympique Lyon,397700000,8 ,61
Ligue-1,2021,AS Monaco,396000000,3 ,69
Ligue-1,2021,LOSC Lille,306880000,10 ,55
Ligue-1,2021,FC Stade Rennes,305350000,4 ,66
Ligue-1,2021,Olympique Marseille,284700000,2 ,71
Ligue-1,2021,OGC Nizza,266050000,5 ,66
Ligue-1,2021,RC Lens,154050000,7 ,62
Ligue-1,2021,Stade Reims,149400000,12 ,46
Ligue-1,2021,Montpellier HSC,144600000,13 ,43
Ligue-1,2021,RC Straßburg Alsace,120050000,6 ,63
Ligue-1,2021,FC Girondins Bordeaux,116850000,20 ,31
Ligue-1,2021,FC Nantes,112650000,9 ,55
Ligue-1,2021,AS Saint-Étienne,105650000,18 ,32
Ligue-1,2021,Stade Brest 29,103150000,11 ,48
Ligue-1,2021,FC Metz,91050000,19 ,31
Ligue-1,2021,Angers SCO,89500000,14 ,41
Ligue-1,2021,ESTAC Troyes,73200000,15 ,38
Ligue-1,2021,FC Lorient,61300000,16 ,36
Ligue-1,2021,Clermont Foot 63,55100000,17 ,36
Serie-a,2011,FC Internazionale,303050000,6 ,58
Serie-a,2011,AC Mailand,273530000,2 ,80
Serie-a,2011,Juventus Turin,262280000,1 ,84
Serie-a,2011,SSC Neapel,204750000,5 ,61
Serie-a,2011,AS Rom,172780000,7 ,56
Serie-a,2011,Udinese Calcio,140130000,3 ,64
Serie-a,2011,AC Florenz,130830000,13 ,46
Serie-a,2011,US Palermo,119050000,16 ,43
Serie-a,2011,Lazio Rom,113630000,4 ,62
Serie-a,2011,Genua CFC,104300000,17 ,42
Serie-a,2011,Parma FC,82350000,8 ,56
Serie-a,2011,Cagliari Calcio,71650000,15 ,43
Serie-a,2011,Atalanta Bergamo,67580000,12 ,46
Serie-a,2011,FC Bologna,63900000,9 ,51
Serie-a,2011,Catania Calcio,59250000,11 ,48
Serie-a,2011,Chievo Verona,44800000,10 ,49
Serie-a,2011,AC Siena,39330000,14 ,44
Serie-a,2011,AC Cesena,39030000,20 ,22
Serie-a,2011,US Lecce,37530000,18 ,36
Serie-a,2011,Novara Calcio,28430000,19 ,32
Serie-a,2012,Juventus Turin,337900000,1 ,87
Serie-a,2012,FC Internazionale,242800000,9 ,54
Serie-a,2012,AC Mailand,238530000,3 ,72
Serie-a,2012,SSC Neapel,237250000,2 ,78
Serie-a,2012,AC Florenz,213650000,4 ,70
Serie-a,2012,AS Rom,173400000,6 ,62
Serie-a,2012,Lazio Rom,143280000,7 ,61
Serie-a,2012,Udinese Calcio,121000000,5 ,66
Serie-a,2012,Genua CFC,98500000,17 ,38
Serie-a,2012,Sampdoria Genua,85930000,14 ,42
Serie-a,2012,Parma FC,85780000,10 ,49
Serie-a,2012,US Palermo,80950000,18 ,32
Serie-a,2012,FC Bologna,78550000,13 ,44
Serie-a,2012,Catania Calcio,76480000,8 ,56
Serie-a,2012,Cagliari Calcio,76380000,11 ,47
Serie-a,2012,Atalanta Bergamo,74100000,15 ,40
Serie-a,2012,FC Turin,61600000,16 ,39
Serie-a,2012,Chievo Verona,55100000,12 ,45
Serie-a,2012,Delfino Pescara 1936,47800000,20 ,22
Serie-a,2012,AC Siena,47480000,19 ,30
Serie-a,2013,Juventus Turin,391450000,1 ,102
Serie-a,2013,FC Internazionale,292650000,5 ,60
Serie-a,2013,SSC Neapel,276600000,3 ,78
Serie-a,2013,AC Mailand,263950000,8 ,57
Serie-a,2013,AC Florenz,249130000,4 ,65
Serie-a,2013,AS Rom,246400000,2 ,85
Serie-a,2013,Lazio Rom,162950000,9 ,56
Serie-a,2013,Udinese Calcio,123950000,13 ,44
Serie-a,2013,Genua CFC,102100000,14 ,44
Serie-a,2013,Parma FC,89780000,6 ,58
Serie-a,2013,US Sassuolo,87850000,17 ,34
Serie-a,2013,Cagliari Calcio,86200000,15 ,39
Serie-a,2013,Sampdoria Genua,83480000,12 ,45
Serie-a,2013,FC Turin,80250000,7 ,57
Serie-a,2013,Catania Calcio,78980000,18 ,32
Serie-a,2013,Atalanta Bergamo,73930000,11 ,50
Serie-a,2013,AS Livorno,71180000,20 ,25
Serie-a,2013,FC Bologna,69830000,19 ,29
Serie-a,2013,Chievo Verona,69080000,16 ,36
Serie-a,2013,Hellas Verona,67130000,10 ,54
Serie-a,2014,Juventus Turin,329000000,1 ,87
Serie-a,2014,AS Rom,276780000,2 ,70
Serie-a,2014,SSC Neapel,262180000,5 ,63
Serie-a,2014,Inter Mailand,260700000,8 ,55
Serie-a,2014,AC Mailand,236130000,10 ,52
Serie-a,2014,AC Florenz,216130000,4 ,64
Serie-a,2014,Lazio Rom,167550000,3 ,69
Serie-a,2014,Sampdoria Genua,132230000,7 ,56
Serie-a,2014,Genua CFC,117330000,6 ,59
Serie-a,2014,Udinese Calcio,107180000,16 ,41
Serie-a,2014,US Palermo,92600000,11 ,49
Serie-a,2014,US Sassuolo,91030000,12 ,49
Serie-a,2014,Atalanta Bergamo,83480000,17 ,37
Serie-a,2014,FC Turin,82580000,9 ,54
Serie-a,2014,Cagliari Calcio,74700000,18 ,34
Serie-a,2014,Parma FC,65950000,20 ,19
Serie-a,2014,Chievo Verona,62050000,14 ,43
Serie-a,2014,Empoli FC,54030000,15 ,42
Serie-a,2014,Hellas Verona,41800000,13 ,46
Serie-a,2014,AC Cesena,34150000,19 ,24
Serie-a,2015,Juventus Turin,440000000,1 ,91
Serie-a,2015,AS Rom,332900000,3 ,80
Serie-a,2015,SSC Neapel,321930000,2 ,82
Serie-a,2015,Inter Mailand,294280000,4 ,67
Serie-a,2015,AC Mailand,213830000,7 ,57
Serie-a,2015,AC Florenz,190530000,5 ,64
Serie-a,2015,Lazio Rom,175300000,8 ,54
Serie-a,2015,Sampdoria Genua,126530000,15 ,40
Serie-a,2015,Genua CFC,117550000,10 ,46
Serie-a,2015,US Sassuolo,97000000,6 ,61
Serie-a,2015,Udinese Calcio,93000000,17 ,39
Serie-a,2015,FC Turin,89830000,12 ,45
Serie-a,2015,Atalanta Bergamo,78450000,13 ,45
Serie-a,2015,FC Bologna,75230000,14 ,42
Serie-a,2015,Empoli FC,74600000,11 ,46
Serie-a,2015,US Palermo,68680000,16 ,39
Serie-a,2015,Carpi FC 1909,52050000,18 ,38
Serie-a,2015,Chievo Verona,49780000,9 ,50
Serie-a,2015,Hellas Verona,47730000,20 ,28
Serie-a,2015,Frosinone Calcio,38300000,19 ,31
Serie-a,2016,Juventus Turin,497180000,1 ,91
Serie-a,2016,SSC Neapel,387380000,3 ,86
Serie-a,2016,AS Rom,354680000,2 ,87
Serie-a,2016,Inter Mailand,328300000,7 ,62
Serie-a,2016,AC Mailand,254330000,6 ,63
Serie-a,2016,Lazio Rom,226450000,5 ,70
Serie-a,2016,AC Florenz,217080000,8 ,60
Serie-a,2016,FC Turin,162350000,9 ,53
Serie-a,2016,Atalanta Bergamo,161700000,4 ,72
Serie-a,2016,US Sassuolo,145250000,12 ,46
Serie-a,2016,Sampdoria Genua,117580000,10 ,48
Serie-a,2016,Genua CFC,108180000,16 ,36
Serie-a,2016,Udinese Calcio,101950000,13 ,45
Serie-a,2016,FC Bologna,95000000,15 ,41
Serie-a,2016,Cagliari Calcio,61080000,11 ,47
Serie-a,2016,Empoli FC,55450000,18 ,32
Serie-a,2016,Delfino Pescara 1936,48100000,20 ,18
Serie-a,2016,Chievo Verona,45880000,14 ,43
Serie-a,2016,US Palermo,41100000,19 ,26
Serie-a,2016,FC Crotone,36700000,17 ,34
Serie-a,2017,Juventus Turin,653150000,1 ,95
Serie-a,2017,SSC Neapel,504250000,2 ,91
Serie-a,2017,Inter Mailand,487280000,4 ,72
Serie-a,2017,AS Rom,469100000,3 ,77
Serie-a,2017,Lazio Rom,408780000,5 ,72
Serie-a,2017,AC Mailand,407050000,6 ,64
Serie-a,2017,AC Florenz,237330000,8 ,57
Serie-a,2017,Atalanta Bergamo,207950000,7 ,60
Serie-a,2017,Sampdoria Genua,190450000,10 ,54
Serie-a,2017,FC Turin,175530000,9 ,54
Serie-a,2017,Genua CFC,135130000,12 ,41
Serie-a,2017,US Sassuolo,126780000,11 ,43
Serie-a,2017,Udinese Calcio,108030000,14 ,40
Serie-a,2017,FC Bologna,103550000,15 ,39
Serie-a,2017,Cagliari Calcio,98580000,16 ,39
